refid,refid_value,projid,tstamp,filename,venue_entity
24,24,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
24,24,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-7', 'name': 'Visual Informatics'}"
24,24,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-8', 'name': 'Computer Graphics Forum'}"
24,24,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-9', 'name': 'IEEE Pacific Symposium on Visualization'}"
24,24,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-10', 'name': 'Journal of Experimental Social Psychology'}"
24,24,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-11', 'name': 'Fake Journal 1'}"
24,24,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-12', 'name': 'Computers and Geosciences'}"
25,25,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
25,25,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
25,25,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
25,25,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
25,25,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
25,25,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
25,25,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-7', 'name': 'Visual Informatics'}"
25,25,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-8', 'name': 'Computer Graphics Forum'}"
25,25,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-9', 'name': 'IEEE Pacific Symposium on Visualization'}"
25,25,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-10', 'name': 'Journal of Experimental Social Psychology'}"
25,25,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-11', 'name': 'Fake Journal 1'}"
25,25,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-12', 'name': 'Computers and Geosciences'}"
